Chromosome;Type;Coord1;Coord2;Strand;ID;Name;Arm;Derives_from
chr16;miRNA;4671370;4671390;+;MIMAT0027439;hsa-miR-6769a-3p;3p;MI0022614
chr16;miRNA;14930825;14930848;+;MIMAT0027440;hsa-miR-6770-5p;5p;MI0022615
chr16;miRNA;14930859;14930879;+;MIMAT0027441;hsa-miR-6770-3p;3p;MI0022615
chr16;miRNA;50292621;50292642;+;MIMAT0027442;hsa-miR-6771-5p;5p;MI0022616
chr16;miRNA;50292655;50292675;+;MIMAT0027443;hsa-miR-6771-3p;3p;MI0022616
chr16;miRNA;57772326;57772347;-;MIMAT0027444;hsa-miR-6772-5p;5p;MI0022617
chr16;miRNA;57772290;57772312;-;MIMAT0027445;hsa-miR-6772-3p;3p;MI0022617
chr16;miRNA;68233472;68233494;-;MIMAT0027446;hsa-miR-6773-5p;5p;MI0022618
chr16;miRNA;68233426;68233447;-;MIMAT0027447;hsa-miR-6773-3p;3p;MI0022618
chr16;miRNA;85918352;85918376;+;MIMAT0027448;hsa-miR-6774-5p;5p;MI0022619
chr16;miRNA;85918396;85918416;+;MIMAT0027449;hsa-miR-6774-3p;3p;MI0022619
chr16;miRNA;87834631;87834655;-;MIMAT0027450;hsa-miR-6775-5p;5p;MI0022620
chr16;miRNA;87834592;87834612;-;MIMAT0027451;hsa-miR-6775-3p;3p;MI0022620
chr17;miRNA;2692896;2692914;-;MIMAT0027452;hsa-miR-6776-5p;5p;MI0022621
chr17;miRNA;2692861;2692883;-;MIMAT0027453;hsa-miR-6776-3p;3p;MI0022621
chr17;miRNA;17813518;17813540;-;MIMAT0027454;hsa-miR-6777-5p;5p;MI0022622
chr17;miRNA;17813480;17813499;-;MIMAT0027455;hsa-miR-6777-3p;3p;MI0022622
chr17;miRNA;18340860;18340881;-;MIMAT0027456;hsa-miR-6778-5p;5p;MI0022623
chr17;miRNA;18340814;18340834;-;MIMAT0027457;hsa-miR-6778-3p;3p;MI0022623
chr17;miRNA;38914984;38915004;+;MIMAT0027458;hsa-miR-6779-5p;5p;MI0022624
chr17;miRNA;38915017;38915037;+;MIMAT0027459;hsa-miR-6779-3p;3p;MI0022624
chr17;miRNA;42708124;42708146;-;MIMAT0027460;hsa-miR-6780a-5p;5p;MI0022625
chr17;miRNA;42708084;42708104;-;MIMAT0027461;hsa-miR-6780a-3p;3p;MI0022625
chr17;miRNA;42823918;42823938;-;MIMAT0027462;hsa-miR-6781-5p;5p;MI0022626
chr17;miRNA;42823880;42823901;-;MIMAT0027463;hsa-miR-6781-3p;3p;MI0022626
chr17;miRNA;44207810;44207834;-;MIMAT0027464;hsa-miR-6782-5p;5p;MI0022627
chr17;miRNA;44207772;44207794;-;MIMAT0027465;hsa-miR-6782-3p;3p;MI0022627
chr17;miRNA;44934655;44934676;-;MIMAT0027466;hsa-miR-6783-5p;5p;MI0022628
chr17;miRNA;44934618;44934639;-;MIMAT0027467;hsa-miR-6783-3p;3p;MI0022628
chr17;miRNA;45114409;45114428;-;MIMAT0027468;hsa-miR-6784-5p;5p;MI0022629
chr17;miRNA;45114367;45114388;-;MIMAT0027469;hsa-miR-6784-3p;3p;MI0022629
chr17;miRNA;75498553;75498574;+;MIMAT0027470;hsa-miR-6785-5p;5p;MI0022630
chr17;miRNA;75498608;75498628;+;MIMAT0027471;hsa-miR-6785-3p;3p;MI0022630
chr17;miRNA;81693809;81693829;+;MIMAT0027472;hsa-miR-6786-5p;5p;MI0022631
chr17;miRNA;81693844;81693866;+;MIMAT0027473;hsa-miR-6786-3p;3p;MI0022631
chr17;miRNA;82236673;82236694;+;MIMAT0027474;hsa-miR-6787-5p;5p;MI0022632
chr17;miRNA;82236707;82236728;+;MIMAT0027475;hsa-miR-6787-3p;3p;MI0022632
chr18;miRNA;10759624;10759644;-;MIMAT0027476;hsa-miR-6788-5p;5p;MI0022633
chr18;miRNA;10759584;10759605;-;MIMAT0027477;hsa-miR-6788-3p;3p;MI0022633
chr19;miRNA;2235899;2235922;-;MIMAT0027478;hsa-miR-6789-5p;5p;MI0022634
chr19;miRNA;2235829;2235849;-;MIMAT0027479;hsa-miR-6789-3p;3p;MI0022634
chr19;miRNA;6392961;6392983;-;MIMAT0027480;hsa-miR-6790-5p;5p;MI0022635
chr19;miRNA;6392925;6392945;-;MIMAT0027481;hsa-miR-6790-3p;3p;MI0022635
chr19;miRNA;6736752;6736773;-;MIMAT0027482;hsa-miR-6791-5p;5p;MI0022636
chr19;miRNA;6736712;6736732;-;MIMAT0027483;hsa-miR-6791-3p;3p;MI0022636
chr19;miRNA;7617439;7617459;+;MIMAT0027484;hsa-miR-6792-5p;5p;MI0022637
chr19;miRNA;7617480;7617501;+;MIMAT0027485;hsa-miR-6792-3p;3p;MI0022637
chr19;miRNA;10828978;10828999;+;MIMAT0027486;hsa-miR-6793-5p;5p;MI0022638
chr19;miRNA;10829016;10829035;+;MIMAT0027487;hsa-miR-6793-3p;3p;MI0022638
chr19;miRNA;12852265;12852284;+;MIMAT0027488;hsa-miR-6794-5p;5p;MI0022639
chr19;miRNA;12852306;12852325;+;MIMAT0027489;hsa-miR-6794-3p;3p;MI0022639
chr19;miRNA;15179322;15179345;-;MIMAT0027490;hsa-miR-6795-5p;5p;MI0022640
chr19;miRNA;15179283;15179303;-;MIMAT0027491;hsa-miR-6795-3p;3p;MI0022640
chr19;miRNA;40369851;40369873;+;MIMAT0027492;hsa-miR-6796-5p;5p;MI0022641
chr19;miRNA;40369887;40369907;+;MIMAT0027493;hsa-miR-6796-3p;3p;MI0022641
chr19;miRNA;41869632;41869656;+;MIMAT0027494;hsa-miR-6797-5p;5p;MI0022642
chr19;miRNA;41869675;41869696;+;MIMAT0027495;hsa-miR-6797-3p;3p;MI0022642
chr19;miRNA;49009911;49009933;+;MIMAT0027496;hsa-miR-6798-5p;5p;MI0022643
chr19;miRNA;49009952;49009972;+;MIMAT0027497;hsa-miR-6798-3p;3p;MI0022643
chr19;miRNA;49791871;49791890;+;MIMAT0027498;hsa-miR-6799-5p;5p;MI0022644
chr19;miRNA;49791912;49791934;+;MIMAT0027499;hsa-miR-6799-3p;3p;MI0022644
chr19;miRNA;49832022;49832042;+;MIMAT0027500;hsa-miR-6800-5p;5p;MI0022645
chr19;miRNA;49832076;49832096;+;MIMAT0027501;hsa-miR-6800-3p;3p;MI0022645
chr19;miRNA;52222025;52222047;+;MIMAT0027502;hsa-miR-6801-5p;5p;MI0022646
chr19;miRNA;52222074;52222093;+;MIMAT0027503;hsa-miR-6801-3p;3p;MI0022646
chr19;miRNA;55239952;55239971;-;MIMAT0027504;hsa-miR-6802-5p;5p;MI0022647
chr19;miRNA;55239912;55239933;-;MIMAT0027505;hsa-miR-6802-3p;3p;MI0022647
chr19;miRNA;55245224;55245245;-;MIMAT0027506;hsa-miR-6803-5p;5p;MI0022648
chr19;miRNA;55245186;55245207;-;MIMAT0027507;hsa-miR-6803-3p;3p;MI0022648
chr19;miRNA;55230927;55230947;-;MIMAT0027508;hsa-miR-6804-5p;5p;MI0022649
chr19;miRNA;55230885;55230906;-;MIMAT0027509;hsa-miR-6804-3p;3p;MI0022649
chr19;miRNA;55388186;55388207;+;MIMAT0027510;hsa-miR-6805-5p;5p;MI0022650
chr19;miRNA;55388220;55388242;+;MIMAT0027511;hsa-miR-6805-3p;3p;MI0022650
chr19;miRNA;58334693;58334716;+;MIMAT0027512;hsa-miR-6806-5p;5p;MI0022651
chr19;miRNA;58334730;58334751;+;MIMAT0027513;hsa-miR-6806-3p;3p;MI0022651
chr19;miRNA;58550285;58550306;+;MIMAT0027514;hsa-miR-6807-5p;5p;MI0022652
chr19;miRNA;58550354;58550376;+;MIMAT0027515;hsa-miR-6807-3p;3p;MI0022652
chr1;miRNA;1339682;1339703;-;MIMAT0027516;hsa-miR-6808-5p;5p;MI0022653
chr1;miRNA;1339650;1339670;-;MIMAT0027517;hsa-miR-6808-3p;3p;MI0022653
chr2;miRNA;217900602;217900623;-;MIMAT0027518;hsa-miR-6809-5p;5p;MI0022654
chr2;miRNA;217900513;217900533;-;MIMAT0027519;hsa-miR-6809-3p;3p;MI0022654
chr2;miRNA;218341916;218341938;+;MIMAT0027520;hsa-miR-6810-5p;5p;MI0022655
chr2;miRNA;218341958;218341980;+;MIMAT0027521;hsa-miR-6810-3p;3p;MI0022655
chr2;miRNA;237510932;237510953;+;MIMAT0027522;hsa-miR-6811-5p;5p;MI0022656
chr2;miRNA;237510968;237510988;+;MIMAT0027523;hsa-miR-6811-3p;3p;MI0022656
chr20;miRNA;45425515;45425539;+;MIMAT0027524;hsa-miR-6812-5p;5p;MI0022657
chr20;miRNA;45425553;45425573;+;MIMAT0027525;hsa-miR-6812-3p;3p;MI0022657
chr20;miRNA;64076983;64077005;-;MIMAT0027526;hsa-miR-6813-5p;5p;MI0022658
chr20;miRNA;64076955;64076975;-;MIMAT0027527;hsa-miR-6813-3p;3p;MI0022658
chr21;miRNA;41746815;41746836;-;MIMAT0027528;hsa-miR-6814-5p;5p;MI0022659
chr21;miRNA;41746772;41746793;-;MIMAT0027529;hsa-miR-6814-3p;3p;MI0022659
chr21;miRNA;45478271;45478293;+;MIMAT0027530;hsa-miR-6815-5p;5p;MI0022660
chr21;miRNA;45478306;45478326;+;MIMAT0027531;hsa-miR-6815-3p;3p;MI0022660
chr22;miRNA;20114726;20114746;-;MIMAT0027532;hsa-miR-6816-5p;5p;MI0022661
chr22;miRNA;20114693;20114710;-;MIMAT0027533;hsa-miR-6816-3p;3p;MI0022661
chr22;miRNA;25455651;25455674;+;MIMAT0027534;hsa-miR-6817-5p;5p;MI0022662
chr22;miRNA;25455692;25455710;+;MIMAT0027535;hsa-miR-6817-3p;3p;MI0022662
chr22;miRNA;30007054;30007075;+;MIMAT0027536;hsa-miR-6818-5p;5p;MI0022663
chr22;miRNA;30007092;30007113;+;MIMAT0027537;hsa-miR-6818-3p;3p;MI0022663
chr22;miRNA;36286881;36286902;-;MIMAT0027538;hsa-miR-6819-5p;5p;MI0022664
chr22;miRNA;36286847;36286867;-;MIMAT0027539;hsa-miR-6819-3p;3p;MI0022664
chr22;miRNA;37967568;37967586;+;MIMAT0027540;hsa-miR-6820-5p;5p;MI0022665
chr22;miRNA;37967603;37967624;+;MIMAT0027541;hsa-miR-6820-3p;3p;MI0022665
chr22;miRNA;49962866;49962888;+;MIMAT0027542;hsa-miR-6821-5p;5p;MI0022666
chr22;miRNA;49962919;49962939;+;MIMAT0027543;hsa-miR-6821-3p;3p;MI0022666
chr3;miRNA;39138211;39138230;+;MIMAT0027544;hsa-miR-6822-5p;5p;MI0022667
chr3;miRNA;39138242;39138265;+;MIMAT0027545;hsa-miR-6822-3p;3p;MI0022667
chr3;miRNA;48549996;48550016;-;MIMAT0027546;hsa-miR-6823-5p;5p;MI0022668
chr3;miRNA;48549961;48549981;-;MIMAT0027547;hsa-miR-6823-3p;3p;MI0022668
chr3;miRNA;48633672;48633693;-;MIMAT0027548;hsa-miR-6824-5p;5p;MI0022669
chr3;miRNA;48633636;48633656;-;MIMAT0027549;hsa-miR-6824-3p;3p;MI0022669
chr3;miRNA;127575305;127575326;-;MIMAT0027550;hsa-miR-6825-5p;5p;MI0022670
chr3;miRNA;127575267;127575288;-;MIMAT0027551;hsa-miR-6825-3p;3p;MI0022670
chr3;miRNA;129272151;129272173;+;MIMAT0027552;hsa-miR-6826-5p;5p;MI0022671
chr3;miRNA;129272222;129272243;+;MIMAT0027553;hsa-miR-6826-3p;3p;MI0022671
chr3;miRNA;134367836;134367857;-;MIMAT0027554;hsa-miR-6827-5p;5p;MI0022672
chr3;miRNA;134367804;134367824;-;MIMAT0027555;hsa-miR-6827-3p;3p;MI0022672
chr3;miRNA;170423108;170423129;+;MIMAT0027556;hsa-miR-6828-5p;5p;MI0022673
chr3;miRNA;170423143;170423162;+;MIMAT0027557;hsa-miR-6828-3p;3p;MI0022673
chr3;miRNA;195882371;195882390;-;MIMAT0027558;hsa-miR-6829-5p;5p;MI0022674
chr3;miRNA;195882329;195882348;-;MIMAT0027559;hsa-miR-6829-3p;3p;MI0022674
chr5;miRNA;132217892;132217913;-;MIMAT0027560;hsa-miR-6830-5p;5p;MI0022675
chr5;miRNA;132217849;132217871;-;MIMAT0027561;hsa-miR-6830-3p;3p;MI0022675
chr5;miRNA;140563727;140563750;-;MIMAT0027562;hsa-miR-6831-5p;5p;MI0022676
chr5;miRNA;140563671;140563691;-;MIMAT0027563;hsa-miR-6831-3p;3p;MI0022676
chr6;miRNA;31633792;31633814;+;MIMAT0027564;hsa-miR-6832-5p;5p;MI0022677
chr6;miRNA;31633839;31633858;+;MIMAT0027565;hsa-miR-6832-3p;3p;MI0022677
chr6;miRNA;32179821;32179842;+;MIMAT0027566;hsa-miR-6833-5p;5p;MI0022678
chr6;miRNA;32179856;32179876;+;MIMAT0027567;hsa-miR-6833-3p;3p;MI0022678
chr6;miRNA;33290245;33290265;+;MIMAT0027568;hsa-miR-6834-5p;5p;MI0022679
chr6;miRNA;33290305;33290324;+;MIMAT0027569;hsa-miR-6834-3p;3p;MI0022679
chr6;miRNA;34240678;34240699;+;MIMAT0027570;hsa-miR-6835-5p;5p;MI0022680
chr6;miRNA;34240714;34240736;+;MIMAT0027571;hsa-miR-6835-3p;3p;MI0022680
chr6;miRNA;43434547;43434569;+;MIMAT0027572;hsa-miR-6780b-5p;5p;MI0022681
chr6;miRNA;43434600;43434620;+;MIMAT0027573;hsa-miR-6780b-3p;3p;MI0022681
chr7;miRNA;2257551;2257572;-;MIMAT0027574;hsa-miR-6836-5p;5p;MI0022682
chr7;miRNA;2257515;2257535;-;MIMAT0027575;hsa-miR-6836-3p;3p;MI0022682
chr7;miRNA;44051771;44051791;+;MIMAT0027576;hsa-miR-6837-5p;5p;MI0022683
chr7;miRNA;44051807;44051829;+;MIMAT0027577;hsa-miR-6837-3p;3p;MI0022683
chr7;miRNA;44073407;44073428;-;MIMAT0027578;hsa-miR-6838-5p;5p;MI0022684
chr7;miRNA;44073378;44073397;-;MIMAT0027579;hsa-miR-6838-3p;3p;MI0022684
chr7;miRNA;64679069;64679090;+;MIMAT0027580;hsa-miR-6839-5p;5p;MI0022685
chr7;miRNA;64679155;64679176;+;MIMAT0027581;hsa-miR-6839-3p;3p;MI0022685
chr7;miRNA;100356656;100356679;+;MIMAT0027582;hsa-miR-6840-5p;5p;MI0022686
chr7;miRNA;100356696;100356717;+;MIMAT0027583;hsa-miR-6840-3p;3p;MI0022686
chr8;miRNA;24953841;24953862;-;MIMAT0027584;hsa-miR-6841-5p;5p;MI0022687
chr8;miRNA;24953796;24953816;-;MIMAT0027585;hsa-miR-6841-3p;3p;MI0022687
chr8;miRNA;27433375;27433396;+;MIMAT0027586;hsa-miR-6842-5p;5p;MI0022688
chr8;miRNA;27433413;27433434;+;MIMAT0027587;hsa-miR-6842-3p;3p;MI0022688
chr8;miRNA;27610601;27610621;-;MIMAT0027588;hsa-miR-6843-3p;3p;MI0022689
chr8;miRNA;124508515;124508535;-;MIMAT0027589;hsa-miR-6844;44;MI0022690
chr8;miRNA;143837793;143837811;-;MIMAT0027590;hsa-miR-6845-5p;5p;MI0022691
chr8;miRNA;143837756;143837776;-;MIMAT0027591;hsa-miR-6845-3p;3p;MI0022691
chr8;miRNA;144057354;144057375;-;MIMAT0027592;hsa-miR-6846-5p;5p;MI0022692
chr8;miRNA;144057321;144057341;-;MIMAT0027593;hsa-miR-6846-3p;3p;MI0022692
chr8;miRNA;144079879;144079901;+;MIMAT0027594;hsa-miR-6847-5p;5p;MI0022693
chr8;miRNA;144079918;144079939;+;MIMAT0027595;hsa-miR-6847-3p;3p;MI0022693
chr8;miRNA;144317288;144317310;-;MIMAT0027596;hsa-miR-6848-5p;5p;MI0022694
chr8;miRNA;144317253;144317271;-;MIMAT0027597;hsa-miR-6848-3p;3p;MI0022694
chr8;miRNA;144400318;144400340;-;MIMAT0027598;hsa-miR-6849-5p;5p;MI0022695
chr8;miRNA;144400277;144400298;-;MIMAT0027599;hsa-miR-6849-3p;3p;MI0022695
chr8;miRNA;144791970;144791991;-;MIMAT0027600;hsa-miR-6850-5p;5p;MI0022696
chr8;miRNA;144791935;144791954;-;MIMAT0027601;hsa-miR-6850-3p;3p;MI0022696
chr9;miRNA;33467908;33467930;-;MIMAT0027602;hsa-miR-6851-5p;5p;MI0022697
chr9;miRNA;33467869;33467889;-;MIMAT0027603;hsa-miR-6851-3p;3p;MI0022697
chr9;miRNA;35710716;35710736;-;MIMAT0027604;hsa-miR-6852-5p;5p;MI0022698
chr9;miRNA;35710684;35710700;-;MIMAT0027605;hsa-miR-6852-3p;3p;MI0022698
chr9;miRNA;35732927;35732950;+;MIMAT0027606;hsa-miR-6853-5p;5p;MI0022699
chr9;miRNA;35732974;35732995;+;MIMAT0027607;hsa-miR-6853-3p;3p;MI0022699
chr9;miRNA;98229189;98229212;-;MIMAT0027608;hsa-miR-6854-5p;5p;MI0022700
chr9;miRNA;98229149;98229169;-;MIMAT0027609;hsa-miR-6854-3p;3p;MI0022700
chr9;miRNA;129869610;129869634;+;MIMAT0027610;hsa-miR-6855-5p;5p;MI0022701
chr9;miRNA;129869650;129869671;+;MIMAT0027611;hsa-miR-6855-3p;3p;MI0022701
chr9;miRNA;130626302;130626325;+;MIMAT0027612;hsa-miR-6856-5p;5p;MI0022702
chr9;miRNA;130626342;130626363;+;MIMAT0027613;hsa-miR-6856-3p;3p;MI0022702
chrX;miRNA;53405739;53405760;-;MIMAT0027614;hsa-miR-6857-5p;5p;MI0022703
chrX;miRNA;53405673;53405693;-;MIMAT0027615;hsa-miR-6857-3p;3p;MI0022703
chrX;miRNA;154450320;154450341;+;MIMAT0027616;hsa-miR-6858-5p;5p;MI0022704
chrX;miRNA;154450361;154450382;+;MIMAT0027617;hsa-miR-6858-3p;3p;MI0022704
chr1;miRNA;17409;17431;-;MIMAT0027618;hsa-miR-6859-5p;5p;MI0022705
chr1;miRNA;17369;17391;-;MIMAT0027619;hsa-miR-6859-3p;3p;MI0022705
chr1;miRNA;206474808;206474830;+;MIMAT0027620;hsa-miR-6769b-5p;5p;MI0022706
chr1;miRNA;206474844;206474864;+;MIMAT0027621;hsa-miR-6769b-3p;3p;MI0022706
chr11;miRNA;67045683;67045704;+;MIMAT0027622;hsa-miR-6860;60;MI0022707
chr12;miRNA;112163295;112163316;-;MIMAT0027623;hsa-miR-6861-5p;5p;MI0022708
chr12;miRNA;112163265;112163282;-;MIMAT0027624;hsa-miR-6861-3p;3p;MI0022708
chr16;miRNA;28391025;28391046;-;MIMAT0027625;hsa-miR-6862-5p;5p;MI0022709
chr16;miRNA;28390984;28391007;-;MIMAT0027626;hsa-miR-6862-3p;3p;MI0022709
chr16;miRNA;56904327;56904349;+;MIMAT0027627;hsa-miR-6863;63;MI0022710
chr17;miRNA;4969743;4969766;-;MIMAT0027628;hsa-miR-6864-5p;5p;MI0022711
chr17;miRNA;4969702;4969722;-;MIMAT0027629;hsa-miR-6864-3p;3p;MI0022711
chr17;miRNA;4970123;4970145;-;MIMAT0027630;hsa-miR-6865-5p;5p;MI0022712
chr17;miRNA;4970091;4970111;-;MIMAT0027631;hsa-miR-6865-3p;3p;MI0022712
chr17;miRNA;40161938;40161960;+;MIMAT0027632;hsa-miR-6866-5p;5p;MI0022713
chr17;miRNA;40161980;40162001;+;MIMAT0027633;hsa-miR-6866-3p;3p;MI0022713
chr17;miRNA;40193602;40193624;+;MIMAT0027634;hsa-miR-6867-5p;5p;MI0022714
chr17;miRNA;40193643;40193663;+;MIMAT0027635;hsa-miR-6867-3p;3p;MI0022714
chr17;miRNA;76098050;76098071;-;MIMAT0027636;hsa-miR-6868-5p;5p;MI0022715
chr17;miRNA;76098019;76098039;-;MIMAT0027637;hsa-miR-6868-3p;3p;MI0022715
chr20;miRNA;1392940;1392961;-;MIMAT0027638;hsa-miR-6869-5p;5p;MI0022716
chr20;miRNA;1392904;1392924;-;MIMAT0027639;hsa-miR-6869-3p;3p;MI0022716
chr20;miRNA;10649672;10649690;-;MIMAT0027640;hsa-miR-6870-5p;5p;MI0022717
chr20;miRNA;10649636;10649657;-;MIMAT0027641;hsa-miR-6870-3p;3p;MI0022717
chr20;miRNA;41169028;41169049;+;MIMAT0027642;hsa-miR-6871-5p;5p;MI0022718
chr20;miRNA;41169057;41169078;+;MIMAT0027643;hsa-miR-6871-3p;3p;MI0022718
chr3;miRNA;50273241;50273260;+;MIMAT0027644;hsa-miR-6872-5p;5p;MI0022719
chr3;miRNA;50273275;50273295;+;MIMAT0027645;hsa-miR-6872-3p;3p;MI0022719
chr6;miRNA;33287263;33287284;-;MIMAT0027646;hsa-miR-6873-5p;5p;MI0022720
chr6;miRNA;33287227;33287249;-;MIMAT0027647;hsa-miR-6873-3p;3p;MI0022720
chr7;miRNA;5711883;5711905;-;MIMAT0027648;hsa-miR-6874-5p;5p;MI0022721
chr7;miRNA;5711840;5711862;-;MIMAT0027649;hsa-miR-6874-3p;3p;MI0022721
chr7;miRNA;100868041;100868061;+;MIMAT0027650;hsa-miR-6875-5p;5p;MI0022722
chr7;miRNA;100868080;100868101;+;MIMAT0027651;hsa-miR-6875-3p;3p;MI0022722
chr8;miRNA;25345407;25345428;+;MIMAT0027652;hsa-miR-6876-5p;5p;MI0022723
chr8;miRNA;25345451;25345474;+;MIMAT0027653;hsa-miR-6876-3p;3p;MI0022723
chr9;miRNA;133052001;133052022;+;MIMAT0027654;hsa-miR-6877-5p;5p;MI0022724
chr9;miRNA;133052035;133052055;+;MIMAT0027655;hsa-miR-6877-3p;3p;MI0022724
chr1;miRNA;150492350;150492372;+;MIMAT0027656;hsa-miR-6878-5p;5p;MI0022725
chr1;miRNA;150492390;150492410;+;MIMAT0027657;hsa-miR-6878-3p;3p;MI0022725
chr11;miRNA;65018510;65018531;+;MIMAT0027658;hsa-miR-6879-5p;5p;MI0022726
chr11;miRNA;65018550;65018570;+;MIMAT0027659;hsa-miR-6879-3p;3p;MI0022726
chr12;miRNA;124337216;124337237;-;MIMAT0027660;hsa-miR-6880-5p;5p;MI0022727
chr12;miRNA;124337181;124337201;-;MIMAT0027661;hsa-miR-6880-3p;3p;MI0022727
chr15;miRNA;74411406;74411427;-;MIMAT0027662;hsa-miR-6881-5p;5p;MI0022728
chr15;miRNA;74411361;74411382;-;MIMAT0027663;hsa-miR-6881-3p;3p;MI0022728
chr15;miRNA;74840681;74840702;-;MIMAT0027664;hsa-miR-6882-5p;5p;MI0022729
chr15;miRNA;74840642;74840665;-;MIMAT0027665;hsa-miR-6882-3p;3p;MI0022729
chr17;miRNA;8145045;8145066;-;MIMAT0027666;hsa-miR-6883-5p;5p;MI0022730
chr17;miRNA;8144994;8145015;-;MIMAT0027667;hsa-miR-6883-3p;3p;MI0022730
chr17;miRNA;40026383;40026404;-;MIMAT0027668;hsa-miR-6884-5p;5p;MI0022731
chr17;miRNA;40026334;40026356;-;MIMAT0027669;hsa-miR-6884-3p;3p;MI0022731
chr19;miRNA;6389674;6389698;-;MIMAT0027670;hsa-miR-6885-5p;5p;MI0022732
chr19;miRNA;6389638;6389658;-;MIMAT0027671;hsa-miR-6885-3p;3p;MI0022732
chr19;miRNA;11113479;11113499;+;MIMAT0027672;hsa-miR-6886-5p;5p;MI0022733
chr19;miRNA;11113511;11113531;+;MIMAT0027673;hsa-miR-6886-3p;3p;MI0022733
chr19;miRNA;35122705;35122727;+;MIMAT0027674;hsa-miR-6887-5p;5p;MI0022734
chr19;miRNA;35122744;35122764;+;MIMAT0027675;hsa-miR-6887-3p;3p;MI0022734
chr2;miRNA;159186840;159186859;+;MIMAT0027676;hsa-miR-6888-5p;5p;MI0022735
chr2;miRNA;159186881;159186901;+;MIMAT0027677;hsa-miR-6888-3p;3p;MI0022735
chr22;miRNA;41253023;41253045;-;MIMAT0027678;hsa-miR-6889-5p;5p;MI0022736
chr22;miRNA;41252992;41253011;-;MIMAT0027679;hsa-miR-6889-3p;3p;MI0022736
chr3;miRNA;49099889;49099909;-;MIMAT0027680;hsa-miR-6890-5p;5p;MI0022737
chr3;miRNA;49099854;49099873;-;MIMAT0027681;hsa-miR-6890-3p;3p;MI0022737
chr6;miRNA;31355297;31355315;-;MIMAT0027682;hsa-miR-6891-5p;5p;MI0022738
chr6;miRNA;31355228;31355248;-;MIMAT0027683;hsa-miR-6891-3p;3p;MI0022738
chr7;miRNA;143382686;143382706;+;MIMAT0027684;hsa-miR-6892-5p;5p;MI0022739
chr7;miRNA;143382780;143382800;+;MIMAT0027685;hsa-miR-6892-3p;3p;MI0022739
chr8;miRNA;144435594;144435614;-;MIMAT0027686;hsa-miR-6893-5p;5p;MI0022740
chr8;miRNA;144435551;144435572;-;MIMAT0027687;hsa-miR-6893-3p;3p;MI0022740
chrX;miRNA;53198917;53198940;-;MIMAT0027688;hsa-miR-6894-5p;5p;MI0022741
chrX;miRNA;53198889;53198909;-;MIMAT0027689;hsa-miR-6894-3p;3p;MI0022741
chrX;miRNA;53195463;53195483;-;MIMAT0027690;hsa-miR-6895-5p;5p;MI0022742
chrX;miRNA;53195411;53195432;-;MIMAT0027691;hsa-miR-6895-3p;3p;MI0022742
chr12;miRNA;113159153;113159172;-;MIMAT0028109;hsa-miR-7106-5p;5p;MI0022957
chr12;miRNA;113159113;113159135;-;MIMAT0028110;hsa-miR-7106-3p;3p;MI0022957
chr12;miRNA;121444326;121444347;-;MIMAT0028111;hsa-miR-7107-5p;5p;MI0022958
chr12;miRNA;121444279;121444305;-;MIMAT0028112;hsa-miR-7107-3p;3p;MI0022958
chr19;miRNA;2434980;2435000;-;MIMAT0028113;hsa-miR-7108-5p;5p;MI0022959
chr19;miRNA;2434914;2434933;-;MIMAT0028114;hsa-miR-7108-3p;3p;MI0022959
chr22;miRNA;31621506;31621526;-;MIMAT0028115;hsa-miR-7109-5p;5p;MI0022960
chr22;miRNA;31621473;31621494;-;MIMAT0028116;hsa-miR-7109-3p;3p;MI0022960
chr3;miRNA;123161799;123161819;+;MIMAT0028117;hsa-miR-7110-5p;5p;MI0022961
chr3;miRNA;123161858;123161879;+;MIMAT0028118;hsa-miR-7110-3p;3p;MI0022961
chr6;miRNA;35470509;35470530;+;MIMAT0028119;hsa-miR-7111-5p;5p;MI0022962
chr6;miRNA;35470558;35470579;+;MIMAT0028120;hsa-miR-7111-3p;3p;MI0022962
chr8;miRNA;144262716;144262737;-;MIMAT0028121;hsa-miR-7112-5p;5p;MI0022963
chr8;miRNA;144262673;144262695;-;MIMAT0028122;hsa-miR-7112-3p;3p;MI0022963
chr11;miRNA;68032865;68032885;+;MIMAT0028123;hsa-miR-7113-5p;5p;MI0022964
chr11;miRNA;68032900;68032922;+;MIMAT0028124;hsa-miR-7113-3p;3p;MI0022964
chr9;miRNA;137450061;137450081;-;MIMAT0028125;hsa-miR-7114-5p;5p;MI0022965
chr9;miRNA;137450026;137450046;-;MIMAT0028126;hsa-miR-7114-3p;3p;MI0022965
chr16;miRNA;15134117;15134140;-;MIMAT0025847_1;hsa-miR-6511b-5p;5p;MI0023431
chr16;miRNA;15134076;15134098;-;MIMAT0025848_1;hsa-miR-6511b-3p;3p;MI0023431
chrY;miRNA;1293927;1293949;+;MIMAT0018119_1;hsa-miR-3690;90;MI0023561
chrY;miRNA;2609229;2609252;+;MIMAT0023714_1;hsa-miR-6089;89;MI0023563
chr16;miRNA;16324592;16324614;+;MIMAT0025478_1;hsa-miR-6511a-5p;5p;MI0023564
chr16;miRNA;16324631;16324652;+;MIMAT0025479_1;hsa-miR-6511a-3p;3p;MI0023564
chr16;miRNA;16368880;16368902;+;MIMAT0025478_2;hsa-miR-6511a-5p;5p;MI0023565
chr16;miRNA;16368919;16368940;+;MIMAT0025479_2;hsa-miR-6511a-3p;3p;MI0023565
